year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS,ap_pre,ap_high,ap_post,notes
2002,Temple,Big East,4,8,.333,2,5,.286,20.2,29.3,-5.22,2.44,,,,
2002,Rutgers,Big East,1,11,.083,0,7,.000,13.9,33.1,-16.85,0.32,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Ohio State,Big Ten,14,0,1.000,8,0,1.000,29.3,13.1,18.13,3.99,13,1,1,
2002,Iowa,Big Ten,11,2,.846,8,0,1.000,37.2,19.7,15.94,2.87,,3,8,
2002,Michigan,Big Ten,10,3,.769,6,2,.750,27.8,20.4,13.44,6.82,12,7,9,
2002,Penn State,Big Ten,9,4,.692,5,3,.625,34.3,17.5,14.59,3.98,24,10,16,
2002,Purdue,Big Ten,7,6,.538,4,4,.500,29.7,22.2,7.59,2.44,,,,
2002,Illinois,Big Ten,5,7,.417,4,4,.500,28.8,25.6,2.56,2.89,,,,
2002,Minnesota,Big Ten,8,5,.615,3,5,.375,28.9,24.5,5.02,1.17,,23,,
2002,Wisconsin,Big Ten,8,6,.571,2,6,.250,26.6,23.0,8.55,4.77,25,19,,
2002,Michigan State,Big Ten,4,8,.333,2,6,.250,26.3,33.2,-2.67,3.09,18,15,,
2002,Indiana,Big Ten,3,9,.250,1,7,.125,21.5,37.1,-10.42,2.25,,,,
2002,Northwestern,Big Ten,3,9,.250,1,7,.125,22.7,41.1,-8.05,3.36,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Texas Christian,CUSA,10,2,.833,6,2,.750,30.1,18.5,5.90,-4.93,,22,23,
2002,Cincinnati,CUSA,7,7,.500,6,2,.750,29.2,23.5,2.84,-0.02,,,,
2002,Louisville,CUSA,7,6,.538,5,3,.625,28.8,24.5,0.77,-1.93,17,17,,
2002,Southern Mississippi,CUSA,7,6,.538,5,3,.625,21.7,18.3,-0.24,-1.93,,,,
2002,Tulane,CUSA,8,5,.615,4,4,.500,27.8,21.7,0.91,-5.47,,,,
2002,UAB,CUSA,5,7,.417,4,4,.500,22.3,30.8,-8.78,-3.86,,,,
2002,East Carolina,CUSA,4,8,.333,4,4,.500,27.9,33.3,-7.15,-1.40,,,,
2002,Houston,CUSA,5,7,.417,3,5,.375,26.7,32.8,-7.70,-2.95,,,,
2002,Memphis,CUSA,3,9,.250,2,6,.250,25.3,27.3,-7.61,-3.69,,,,
2002,Army,CUSA,1,11,.083,1,7,.125,18.8,40.9,-22.64,-5.80,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,South Florida,Ind,9,2,.818,,,,30.8,18.5,7.11,-2.71,,,,
2002,Notre Dame,Ind,10,3,.769,,,,22.3,16.7,10.89,5.51,,4,17,
2002,Connecticut,Ind,6,6,.500,,,,31.1,22.5,-0.75,-5.00,,,,
2002,Utah State,Ind,4,7,.364,,,,27.7,39.3,-11.97,-3.34,,,,
2002,Troy,Ind,4,8,.333,,,,18.2,21.0,-10.29,-6.62,,,,
2002,Navy,Ind,2,10,.167,,,,24.2,36.3,-12.20,-1.95,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Marshall,MAC (East),11,2,.846,7,1,.875,35.2,24.2,2.97,-7.03,19,16,24,
2002,UCF,MAC (East),7,5,.583,6,2,.750,32.6,26.3,0.29,-5.13,,,,
2002,Miami (OH),MAC (East),7,5,.583,5,3,.625,32.0,27.1,0.23,-2.44,,,,
2002,Ohio,MAC (East),4,8,.333,4,4,.500,24.9,31.2,-10.71,-5.21,,,,
2002,Akron,MAC (East),4,8,.333,3,5,.375,27.1,31.6,-9.42,-4.92,,,,
2002,Kent State,MAC (East),3,9,.250,1,7,.125,16.8,35.3,-16.47,-4.72,,,,
2002,Buffalo,MAC (East),1,11,.083,0,8,.000,17.8,34.7,-20.36,-6.69,,,,
2002,Northern Illinois,MAC (West),8,4,.667,7,1,.875,31.3,24.8,-0.42,-4.75,,,,
2002,Toledo,MAC (West),9,5,.643,7,1,.875,35.4,27.0,3.24,-3.12,,,,
2002,Bowling Green,MAC (West),9,3,.750,6,2,.750,40.8,25.3,2.70,-7.96,,20,,
2002,Ball State,MAC (West),6,6,.500,4,4,.500,23.2,27.8,-8.30,-5.30,,,,
2002,Western Michigan,MAC (West),4,8,.333,3,5,.375,25.3,27.5,-6.65,-3.57,,,,
2002,Central Michigan,MAC (West),4,8,.333,2,6,.250,22.3,32.0,-11.89,-5.80,,,,
2002,Eastern Michigan,MAC (West),3,9,.250,1,7,.125,23.8,47.2,-20.64,-5.89,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Colorado State,MWC,10,4,.714,6,1,.857,29.9,23.7,5.42,-0.29,,16,,
2002,New Mexico,MWC,7,7,.500,5,2,.714,24.4,25.6,-3.03,-3.03,,,,
2002,Air Force,MWC,8,5,.615,4,3,.571,33.8,23.3,2.96,-3.27,,18,,
2002,San Diego State,MWC,4,9,.308,4,3,.571,23.8,31.6,-7.44,-0.44,,,,
2002,Utah,MWC,5,6,.455,3,4,.429,22.6,20.5,-2.23,-3.50,,,,
2002,Nevada-Las Vegas,MWC,5,7,.417,3,4,.429,24.3,30.5,-6.46,-1.88,,,,
2002,BYU,MWC,5,7,.417,2,5,.286,22.7,27.8,-5.99,-3.24,,,,
2002,Wyoming,MWC,2,10,.167,1,6,.143,24.0,36.0,-12.27,-1.69,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,USC,Pac-10,11,2,.846,7,1,.875,35.8,18.5,24.19,9.49,20,4,4,
2002,Washington State,Pac-10,10,3,.769,7,1,.875,33.2,22.8,13.47,4.01,11,3,10,
2002,Arizona State,Pac-10,8,6,.571,5,3,.625,32.3,29.1,5.38,3.67,,16,,
2002,Oregon State,Pac-10,8,5,.615,4,4,.500,31.8,20.5,9.45,2.60,,23,,
2002,UCLA,Pac-10,8,5,.615,4,4,.500,29.8,25.1,8.97,5.74,,20,,
2002,California,Pac-10,7,5,.583,4,4,.500,35.6,26.5,10.32,3.90,,23,,
2002,Washington,Pac-10,7,6,.538,4,4,.500,30.6,26.3,8.36,4.75,9,9,,
2002,Oregon,Pac-10,7,6,.538,3,5,.375,32.1,27.8,4.51,2.13,15,6,,
2002,Arizona,Pac-10,4,8,.333,1,7,.125,18.9,25.8,-2.73,3.60,,,,
2002,Stanford,Pac-10,2,9,.182,1,7,.125,20.5,34.3,-4.50,7.87,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Georgia,SEC (East),13,1,.929,7,1,.875,32.1,15.1,18.18,3.96,8,3,3,
2002,Florida,SEC (East),8,5,.615,6,2,.750,25.8,21.5,8.58,5.97,6,6,,
2002,Tennessee,SEC (East),8,5,.615,5,3,.625,22.8,17.5,7.41,2.94,5,4,,
2002,Kentucky,SEC (East),7,5,.583,3,5,.375,32.1,25.1,4.12,0.20,,,,
2002,South Carolina,SEC (East),5,7,.417,3,5,.375,18.8,21.8,0.90,3.73,22,22,,
2002,Vanderbilt,SEC (East),2,10,.167,0,8,.000,18.4,30.7,-7.34,3.91,,,,
2002,Alabama,SEC (West),10,3,.769,6,2,.750,28.2,15.4,15.80,4.57,,9,11,
2002,Auburn,SEC (West),9,4,.692,5,3,.625,29.8,17.8,12.36,3.98,,14,14,
2002,Arkansas,SEC (West),9,5,.643,5,3,.625,26.4,19.8,10.33,4.61,,22,,
2002,LSU,SEC (West),8,5,.615,5,3,.625,24.8,18.3,8.35,3.42,14,10,,
2002,Ole Miss,SEC (West),7,6,.538,3,5,.375,27.0,25.5,4.44,3.13,,21,,
2002,Mississippi State,SEC (West),3,9,.250,0,8,.000,18.9,28.3,-7.28,2.55,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,North Texas,Sun Belt,8,5,.615,6,0,1.000,19.2,14.8,0.61,-3.00,,,,
2002,New Mexico State,Sun Belt,7,5,.583,5,1,.833,27.3,27.3,-5.05,-5.30,,,,
2002,Arkansas State,Sun Belt,6,7,.462,3,3,.500,19.9,27.8,-10.48,-7.79,,,,
2002,Middle Tennessee State,Sun Belt,4,8,.333,2,4,.333,24.8,27.7,-8.97,-5.64,,,,
2002,Louisiana,Sun Belt,3,9,.250,2,4,.333,16.9,29.3,-13.80,-3.13,,,,
2002,Louisiana-Monroe,Sun Belt,3,9,.250,2,4,.333,19.7,37.6,-13.80,-4.05,,,,
2002,Idaho,Sun Belt,2,10,.167,1,5,.167,23.8,35.7,-13.50,-3.33,,,,
2002,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,
2002,Boise State,WAC,12,1,.923,8,0,1.000,45.6,18.5,12.28,-6.87,,15,15,
2002,Hawaii,WAC,10,4,.714,7,1,.875,35.9,27.8,2.56,-5.51,,,,
2002,Fresno State,WAC,9,5,.643,6,2,.750,27.0,27.1,0.67,-2.12,,,,
2002,San Jose State,WAC,6,7,.462,4,4,.500,28.9,35.9,-7.13,-3.13,,,,
2002,Nevada,WAC,5,7,.417,4,4,.500,27.6,30.9,-6.33,-3.41,,,,
2002,Rice,WAC,4,7,.364,3,5,.375,23.0,26.9,-10.21,-7.03,,,,
2002,Louisiana Tech,WAC,4,8,.333,3,5,.375,26.7,35.5,-11.13,-2.80,,,,
2002,SMU,WAC,3,9,.250,3,5,.375,17.3,31.5,-16.34,-5.00,,,,
2002,UTEP,WAC,2,10,.167,1,7,.125,18.3,42.6,-18.11,-4.69,,,,
2002,Tulsa,WAC,1,11,.083,1,7,.125,19.4,34.8,-18.40,-5.40,,,,
2003,Florida State,ACC,10,3,.769,7,1,.875,32.2,16.7,17.75,6.90,13,3,11,
2003,Maryland,ACC,10,3,.769,6,2,.750,31.2,15.8,12.92,2.23,15,15,17,
2003,Clemson,ACC,9,4,.692,5,3,.625,28.1,19.2,10.49,4.26,,22,22,
2003,North Carolina State,ACC,8,5,.615,4,4,.500,37.6,29.6,10.41,4.48,16,14,,
2003,Virginia,ACC,8,5,.615,4,4,.500,28.0,20.4,10.15,4.46,18,15,,
2003,Georgia Tech,ACC,7,6,.538,4,4,.500,21.1,20.5,5.60,5.68,,,,
2003,Wake Forest,ACC,5,7,.417,3,5,.375,27.9,28.9,4.19,5.28,,20,,
2003,Duke,ACC,4,8,.333,2,6,.250,17.6,28.6,-3.02,4.31,,,,
2003,North Carolina,ACC,2,10,.167,1,7,.125,26.4,38.3,-5.15,5.18,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Kansas State,Big 12 (North),11,4,.733,6,2,.750,36.6,16.3,15.74,1.61,7,6,14,
2003,Nebraska,Big 12 (North),10,3,.769,5,3,.625,24.8,14.5,11.18,2.18,,10,19,
2003,Missouri,Big 12 (North),8,5,.615,4,4,.500,30.7,22.1,6.45,0.45,,21,,
2003,Kansas,Big 12 (North),6,7,.462,3,5,.375,29.5,30.5,-0.59,0.49,,,,
2003,Colorado,Big 12 (North),5,7,.417,3,5,.375,26.6,33.2,1.45,6.36,,17,,
2003,Iowa State,Big 12 (North),2,10,.167,0,8,.000,14.4,36.4,-10.27,5.15,,,,
2003,Oklahoma,Big 12 (South),12,2,.857,8,0,1.000,42.9,15.3,20.27,4.06,1,1,3,
2003,Texas,Big 12 (South),10,3,.769,7,1,.875,41.0,21.5,15.35,2.97,5,5,12,
2003,Oklahoma State,Big 12 (South),9,4,.692,5,3,.625,35.9,25.1,9.32,0.93,24,14,,
2003,Texas Tech,Big 12 (South),8,5,.615,4,4,.500,42.5,34.0,7.50,2.73,,,,
2003,Texas A&M,Big 12 (South),4,8,.333,2,6,.250,25.3,38.8,-3.46,5.88,,,,
2003,Baylor,Big 12 (South),3,9,.250,1,7,.125,15.9,37.9,-9.46,1.79,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Miami (FL),Big East,11,2,.846,6,1,.857,27.8,15.1,14.47,4.16,3,2,5,
2003,West Virginia,Big East,8,5,.615,6,1,.857,28.9,22.8,6.51,1.51,,20,,
2003,Pitt,Big East,8,5,.615,5,2,.714,29.9,23.9,6.10,1.33,10,9,,
2003,Virginia Tech,Big East,8,5,.615,4,3,.571,35.4,23.0,8.91,0.60,9,3,,
2003,Boston College,Big East,8,5,.615,3,4,.429,28.5,25.5,5.69,2.53,,,,
2003,Syracuse,Big East,6,6,.500,2,5,.286,26.7,25.1,4.11,0.95,,,,
2003,Rutgers,Big East,5,7,.417,2,5,.286,27.4,29.5,-1.65,0.27,,,,
2003,Temple,Big East,1,11,.083,0,7,.000,19.6,32.8,-11.95,0.88,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Michigan,Big Ten,10,3,.769,7,1,.875,35.4,16.8,16.10,3.94,4,3,6,
2003,Ohio State,Big Ten,11,2,.846,6,2,.750,24.8,17.6,14.00,6.07,2,2,4,
2003,Purdue,Big Ten,9,4,.692,6,2,.750,26.8,17.4,10.79,4.25,19,10,18,
2003,Iowa,Big Ten,10,3,.769,5,3,.625,28.7,16.2,14.66,4.20,,8,8,
2003,Minnesota,Big Ten,10,3,.769,5,3,.625,38.7,21.9,11.88,-0.04,,17,20,
2003,Michigan State,Big Ten,8,5,.615,5,3,.625,27.9,22.5,7.95,3.56,,9,,
2003,Wisconsin,Big Ten,7,6,.538,4,4,.500,27.3,23.5,6.44,4.21,21,14,,
2003,Northwestern,Big Ten,6,7,.462,4,4,.500,20.2,25.1,0.09,4.47,,,,
2003,Penn State,Big Ten,3,9,.250,1,7,.125,19.4,21.3,0.77,4.35,,,,
2003,Indiana,Big Ten,2,10,.167,1,7,.125,14.8,32.3,-9.87,3.38,,,,
2003,Illinois,Big Ten,1,11,.083,0,8,.000,16.9,33.2,-8.63,4.62,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Southern Mississippi,CUSA,9,4,.692,8,0,1.000,22.5,17.4,3.58,-1.12,,,,
2003,Texas Christian,CUSA,11,2,.846,7,1,.875,29.2,21.2,2.83,-5.48,25,10,25,
2003,Louisville,CUSA,9,4,.692,5,3,.625,34.6,27.8,1.32,-5.38,,,,
2003,Memphis,CUSA,9,4,.692,5,3,.625,30.2,19.2,3.31,-5.62,,,,
2003,South Florida,CUSA,7,4,.636,5,3,.625,25.1,20.4,-3.98,-6.53,,,,
2003,Houston,CUSA,7,6,.538,4,4,.500,34.5,36.0,-4.23,-4.16,,,,
2003,UAB,CUSA,5,7,.417,4,4,.500,20.4,23.9,-5.47,-2.64,,,,
2003,Tulane,CUSA,5,7,.417,3,5,.375,28.1,35.3,-9.17,-4.34,,,,
2003,Cincinnati,CUSA,5,7,.417,2,6,.250,25.3,26.6,-5.93,-3.93,,,,
2003,East Carolina,CUSA,1,11,.083,1,7,.125,18.1,35.7,-16.02,-1.44,,,,
2003,Army,CUSA,0,13,.000,0,8,.000,15.8,36.6,-22.15,-3.00,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Connecticut,Ind,9,3,.750,,,,34.0,25.0,3.73,-5.27,,,,
2003,Navy,Ind,8,5,.615,,,,30.5,21.8,-1.73,-8.04,,,,
2003,Troy,Ind,6,6,.500,,,,15.4,22.7,-7.15,-2.74,,,,
2003,Notre Dame,Ind,5,7,.417,,,,20.3,26.3,3.12,8.04,20,15,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Miami (OH),MAC (East),13,1,.929,8,0,1.000,43.0,19.4,14.21,-3.29,,10,10,
2003,Marshall,MAC (East),8,4,.667,6,2,.750,29.2,23.2,2.42,-4.49,,,,
2003,Akron,MAC (East),7,5,.583,5,3,.625,36.3,29.4,-5.96,-8.62,,,,
2003,Kent State,MAC (East),5,7,.417,4,4,.500,26.8,33.0,-8.65,-4.31,,,,
2003,UCF,MAC (East),3,9,.250,2,6,.250,18.7,31.1,-16.37,-5.37,,,,
2003,Ohio,MAC (East),2,10,.167,1,7,.125,21.9,31.0,-13.54,-4.54,,,,
2003,Buffalo,MAC (East),1,11,.083,1,7,.125,14.8,37.1,-18.46,-2.29,,,,
2003,Bowling Green,MAC (West),11,3,.786,7,1,.875,33.6,21.7,4.90,-3.03,,15,23,
2003,Northern Illinois,MAC (West),10,2,.833,6,2,.750,32.2,21.5,2.54,-7.46,,12,,
2003,Toledo,MAC (West),8,4,.667,6,2,.750,32.4,23.8,0.39,-5.78,,,,
2003,Western Michigan,MAC (West),5,7,.417,4,4,.500,27.6,30.8,-6.40,-3.81,,,,
2003,Ball State,MAC (West),4,8,.333,3,5,.375,21.8,32.2,-10.31,-2.40,,,,
2003,Eastern Michigan,MAC (West),3,9,.250,2,6,.250,17.1,30.9,-17.79,-6.29,,,,
2003,Central Michigan,MAC (West),3,9,.250,1,7,.125,23.1,35.7,-16.93,-6.10,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Utah,MWC,10,2,.833,6,1,.857,28.7,19.1,10.01,0.34,,21,21,
2003,New Mexico,MWC,8,5,.615,5,2,.714,30.1,22.3,4.74,-0.65,,,,
2003,Colorado State,MWC,7,6,.538,4,3,.571,29.3,24.5,4.91,1.15,23,23,,
2003,Air Force,MWC,7,5,.583,3,4,.429,26.8,20.2,1.14,-2.94,,,,
2003,San Diego State,MWC,6,6,.500,3,4,.429,18.7,17.3,-2.31,-2.73,,,,
2003,BYU,MWC,4,8,.333,3,4,.429,16.3,25.8,-2.95,4.22,,,,
2003,Nevada-Las Vegas,MWC,6,6,.500,2,5,.286,21.3,22.7,-0.26,0.91,,,,
2003,Wyoming,MWC,4,8,.333,2,5,.286,23.8,30.0,-5.59,0.24,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,USC,Pac-10,12,1,.923,7,1,.875,41.1,18.4,23.14,3.60,8,1,1,
2003,Washington State,Pac-10,10,3,.769,6,2,.750,30.3,19.8,12.31,3.00,,6,9,
2003,Oregon,Pac-10,8,5,.615,5,3,.625,27.4,26.8,5.32,3.48,,10,,
2003,California,Pac-10,8,6,.571,5,3,.625,32.6,24.4,9.73,4.51,,,,
2003,Oregon State,Pac-10,8,5,.615,4,4,.500,33.3,23.2,7.98,1.82,,22,,
2003,Washington,Pac-10,6,6,.500,4,4,.500,26.0,26.3,3.30,2.72,17,17,,
2003,UCLA,Pac-10,6,7,.462,4,4,.500,19.1,23.5,0.56,3.94,,,,
2003,Arizona State,Pac-10,5,7,.417,2,6,.250,24.8,27.3,-0.86,2.31,22,16,,
2003,Stanford,Pac-10,4,7,.364,2,6,.250,16.9,29.5,-2.82,4.63,,,,
2003,Arizona,Pac-10,2,10,.167,1,7,.125,15.1,35.8,-7.99,6.26,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Georgia,SEC (East),11,3,.786,6,2,.750,26.5,14.5,17.46,6.11,11,4,7,
2003,Tennessee,SEC (East),10,3,.769,6,2,.750,28.1,18.4,11.53,3.99,12,6,15,
2003,Florida,SEC (East),8,5,.615,6,2,.750,30.0,20.8,10.67,6.75,,11,24,
2003,South Carolina,SEC (East),5,7,.417,2,6,.250,22.3,26.2,3.27,6.77,,25,,
2003,Kentucky,SEC (East),4,8,.333,1,7,.125,27.3,26.8,-0.16,0.34,,,,
2003,Vanderbilt,SEC (East),2,10,.167,1,7,.125,19.6,29.8,-5.85,3.31,,,,
2003,LSU,SEC (West),13,1,.929,7,1,.875,33.9,11.0,20.85,3.28,14,2,2,
2003,Ole Miss,SEC (West),10,3,.769,7,1,.875,34.0,21.9,10.99,2.53,,13,13,
2003,Auburn,SEC (West),8,5,.615,5,3,.625,26.3,16.3,8.09,4.70,6,6,,
2003,Arkansas,SEC (West),9,4,.692,4,4,.500,33.5,23.5,12.67,4.51,,7,,
2003,Alabama,SEC (West),4,9,.308,2,6,.250,25.5,25.6,5.27,7.27,,21,,
2003,Mississippi State,SEC (West),2,10,.167,1,7,.125,18.8,39.3,-9.53,4.88,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,North Texas,Sun Belt,9,4,.692,7,0,1.000,27.5,21.9,-0.81,-5.43,,,,
2003,Louisiana,Sun Belt,4,8,.333,3,2,.600,22.2,34.6,-12.05,-4.63,,,,
2003,Arkansas State,Sun Belt,5,7,.417,3,3,.500,20.2,33.4,-14.49,-7.83,,,,
2003,Middle Tennessee State,Sun Belt,4,8,.333,3,3,.500,27.7,31.3,-10.45,-5.62,,,,
2003,Utah State,Sun Belt,3,9,.250,3,3,.500,22.0,26.3,-10.75,-4.75,,,,
2003,Idaho,Sun Belt,3,9,.250,3,4,.429,20.7,26.2,-14.24,-7.66,,,,
2003,New Mexico State,Sun Belt,3,9,.250,2,5,.286,21.8,28.4,-11.13,-4.96,,,,
2003,Louisiana-Monroe,Sun Belt,1,11,.083,1,5,.167,19.9,38.9,-18.19,-5.77,,,,
2003,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,
2003,Boise State,WAC,13,1,.929,8,0,1.000,43.0,17.1,8.92,-6.72,,16,16,
2003,Fresno State,WAC,9,5,.643,6,2,.750,23.0,22.6,-1.69,-2.33,,,,
2003,Tulsa,WAC,8,5,.615,6,2,.750,30.8,27.8,-0.63,-4.78,,,,
2003,Hawaii,WAC,9,5,.643,5,3,.625,34.7,30.5,0.21,-4.29,,,,
2003,Rice,WAC,5,7,.417,5,3,.625,28.6,31.5,-6.96,-4.71,,,,
2003,Nevada,WAC,6,6,.500,4,4,.500,23.5,28.2,-5.46,-3.80,,,,
2003,Louisiana Tech,WAC,5,7,.417,3,5,.375,25.8,32.8,-5.31,-1.14,,,,
2003,San Jose State,WAC,3,8,.273,2,6,.250,23.5,35.1,-10.67,-5.12,,,,
2003,UTEP,WAC,2,11,.154,1,7,.125,22.2,38.3,-20.78,-6.32,,,,
2003,SMU,WAC,0,12,.000,0,8,.000,11.2,32.2,-18.53,-2.70,,,,
2004,Virginia Tech,ACC,10,3,.769,7,1,.875,30.8,12.8,14.10,4.33,,9,10,
2004,Florida State,ACC,9,3,.750,6,2,.750,25.2,14.1,15.00,4.75,5,4,15,
2004,Miami (FL),ACC,9,3,.750,5,3,.625,31.7,17.0,18.03,7.20,6,3,11,
2004,Virginia,ACC,8,4,.667,5,3,.625,30.3,17.7,13.57,3.99,16,6,23,
2004,North Carolina,ACC,6,6,.500,5,3,.625,26.6,31.8,4.47,7.63,,,,
2004,Georgia Tech,ACC,7,5,.583,4,4,.500,22.0,18.9,6.41,4.25,,,,
2004,Clemson,ACC,6,5,.545,4,4,.500,21.5,20.8,5.23,5.23,15,15,,
2004,Maryland,ACC,5,6,.455,3,5,.375,17.7,20.0,3.54,4.35,22,21,,
2004,North Carolina State,ACC,5,6,.455,3,5,.375,24.0,19.8,6.04,4.31,,,,
2004,Wake Forest,ACC,4,7,.364,1,7,.125,20.9,23.0,1.58,2.85,,,,
2004,Duke,ACC,2,9,.182,1,7,.125,16.6,29.3,-8.04,4.23,,,,
2004,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2004,Colorado,Big 12 (North),8,5,.615,4,4,.500,23.4,25.5,4.96,5.81,,,,
2004,Iowa State,Big 12 (North),7,5,.583,4,4,.500,20.5,21.6,2.08,1.83,,,,
2004,Missouri,Big 12 (North),5,6,.455,3,5,.375,23.3,19.5,1.27,0.46,18,18,,
2004,Nebraska,Big 12 (North),5,6,.455,3,5,.375,25.0,27.1,1.32,2.23,,,,
2004,Kansas,Big 12 (North),4,7,.364,2,6,.250,23.8,21.4,5.05,5.23,,,,
2004,Kansas State,Big 12 (North),4,7,.364,2,6,.250,29.6,30.6,2.04,3.40,13,13,,
2004,Oklahoma,Big 12 (South),12,1,.923,8,0,1.000,34.8,16.8,21.23,6.85,2,2,3,
2004,Texas,Big 12 (South),11,1,.917,7,1,.875,35.3,17.9,19.27,5.18,7,5,5,
2004,Texas Tech,Big 12 (South),8,4,.667,5,3,.625,36.2,26.2,12.88,6.22,,18,18,
2004,Texas A&M,Big 12 (South),7,5,.583,5,3,.625,28.4,24.3,12.07,8.74,,16,,
2004,Oklahoma State,Big 12 (South),7,5,.583,4,4,.500,32.3,25.1,9.64,5.72,,16,,
2004,Baylor,Big 12 (South),3,8,.273,1,7,.125,20.4,36.9,-7.51,4.67,,,,
2004,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2004,Boston College,Big East,9,3,.750,4,2,.667,24.7,16.9,5.28,-2.47,,17,21,
2004,Pitt,Big East,8,4,.667,4,2,.667,27.1,24.0,2.96,-1.54,,19,25,
2004,West Virginia,Big East,8,4,.667,4,2,.667,30.1,20.5,5.27,-2.65,10,6,,
2004,Syracuse,Big East,6,6,.500,4,2,.667,23.9,28.7,-0.07,1.76,,,,record adjusted to 0-6-0 by NCAA
2004,Connecticut,Big East,8,4,.667,3,3,.500,30.3,21.7,0.83,-5.17,,,,
2004,Rutgers,Big East,4,7,.364,1,5,.167,24.5,31.2,-8.16,-2.52,,,,
2004,Temple,Big East,2,9,.182,1,5,.167,21.6,36.3,-11.33,0.49,,,,
2004,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2004,Iowa,Big Ten,10,2,.833,7,1,.875,24.3,17.6,14.39,5.97,19,8,8,
2004,Michigan,Big Ten,9,3,.750,7,1,.875,30.8,23.3,12.24,4.82,8,7,14,
2004,Wisconsin,Big Ten,9,3,.750,6,2,.750,20.8,15.4,8.69,2.35,21,4,17,
2004,Northwestern,Big Ten,6,6,.500,5,3,.625,24.6,28.5,1.71,5.04,,,,
2004,Ohio State,Big Ten,8,4,.667,4,4,.500,24.2,18.3,11.31,5.14,9,7,20,
2004,Purdue,Big Ten,7,5,.583,4,4,.500,31.8,17.2,10.93,4.02,24,5,,
2004,Michigan State,Big Ten,5,7,.417,4,4,.500,29.4,27.2,2.30,2.30,,,,
2004,Minnesota,Big Ten,7,5,.583,3,5,.375,30.1,22.8,5.74,1.49,25,13,,
2004,Penn State,Big Ten,4,7,.364,2,6,.250,17.7,15.3,3.24,2.24,,,,
2004,Illinois,Big Ten,3,8,.273,1,7,.125,21.8,29.4,-4.53,1.83,,,,
2004,Indiana,Big Ten,3,8,.273,1,7,.125,23.8,31.2,-4.98,2.11,,,,
2004,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2004,Louisville,CUSA,11,1,.917,8,0,1.000,49.8,19.7,17.21,-1.37,,6,6,
2004,Memphis,CUSA,8,4,.667,5,3,.625,35.8,31.3,1.28,-4.22,,25,,
2004,Cincinnati,CUSA,7,5,.583,5,3,.625,28.7,26.7,2.29,-1.21,,,,
2004,Southern Mississippi,CUSA,7,5,.583,5,3,.625,25.8,24.8,-1.09,-1.25,,21,,
2004,UAB,CUSA,7,5,.583,5,3,.625,31.0,29.3,-2.15,-2.74,,,,
2004,Texas Christian,CUSA,5,6,.455,3,5,.375,32.9,33.9,-3.04,-1.22,,,,
2004,Tulane,CUSA,5,6,.455,3,5,.375,27.3,32.8,-8.12,-4.21,,,,
2004,South Florida,CUSA,4,7,.364,3,5,.375,24.6,31.9,-7.03,-2.03,,,,
2004,Houston,CUSA,3,8,.273,3,5,.375,20.9,32.2,-6.84,0.89,,,,
2004,Army,CUSA,2,9,.182,2,6,.250,23.6,35.3,-11.36,-1.64,,,,
2004,East Carolina,CUSA,2,9,.182,2,6,.250,21.0,39.9,-12.89,-0.07,,,,
2004,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,
2004,Navy,Ind,10,2,.833,,,,27.8,19.8,1.20,-7.30,,24,24,
