team,year,group,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offense,ppg_defense,SRS,SOS
Wisconsin,2002,1,8.0,6.0,0.571,2.0,6.0,0.25,26.6,23.0,8.55,4.77
Michigan State,2002,2,4.0,8.0,0.333,2.0,6.0,0.25,26.3,33.2,-2.67,3.09
Indiana,2002,2,3.0,9.0,0.25,1.0,7.0,0.125,21.5,37.1,-10.42,2.25
Northwestern,2002,2,3.0,9.0,0.25,1.0,7.0,0.125,22.7,41.1,-8.05,3.36
Texas Christian,2002,0,10.0,2.0,0.833,6.0,2.0,0.75,30.1,18.5,5.9,-4.93
Cincinnati,2002,1,7.0,7.0,0.5,6.0,2.0,0.75,29.2,23.5,2.84,-0.02
Louisville,2002,1,7.0,6.0,0.538,5.0,3.0,0.625,28.8,24.5,0.77,-1.93
Southern Mississippi,2002,1,7.0,6.0,0.538,5.0,3.0,0.625,21.7,18.3,-0.24,-1.93
Tulane,2002,1,8.0,5.0,0.615,4.0,4.0,0.5,27.8,21.7,0.91,-5.47
UAB,2002,1,5.0,7.0,0.417,4.0,4.0,0.5,22.3,30.8,-8.78,-3.86
East Carolina,2002,1,4.0,8.0,0.333,4.0,4.0,0.5,27.9,33.3,-7.15,-1.4
Houston,2002,2,5.0,7.0,0.417,3.0,5.0,0.375,26.7,32.8,-7.7,-2.95
Memphis,2002,2,3.0,9.0,0.25,2.0,6.0,0.25,25.3,27.3,-7.61,-3.69
Army,2002,2,1.0,11.0,0.083,1.0,7.0,0.125,18.8,40.9,-22.64,-5.8
South Florida,2002,1,9.0,2.0,0.818,0.0,0.0,0.0,30.8,18.5,7.11,-2.71
Notre Dame,2002,1,10.0,3.0,0.769,0.0,0.0,0.0,22.3,16.7,10.89,5.51
Connecticut,2002,1,6.0,6.0,0.5,0.0,0.0,0.0,31.1,22.5,-0.75,-5.0
Utah State,2002,2,4.0,7.0,0.364,0.0,0.0,0.0,27.7,39.3,-11.97,-3.34
Troy,2002,2,4.0,8.0,0.333,0.0,0.0,0.0,18.2,21.0,-10.29,-6.62
Navy,2002,2,2.0,10.0,0.167,0.0,0.0,0.0,24.2,36.3,-12.2,-1.95
Marshall,2002,0,11.0,2.0,0.846,7.0,1.0,0.875,35.2,24.2,2.97,-7.03
UCF,2002,1,7.0,5.0,0.583,6.0,2.0,0.75,32.6,26.3,0.29,-5.13
Miami OH,2002,1,7.0,5.0,0.583,5.0,3.0,0.625,32.0,27.1,0.23,-2.44
Ohio,2002,2,4.0,8.0,0.333,4.0,4.0,0.5,24.9,31.2,-10.71,-5.21
Akron,2002,2,4.0,8.0,0.333,3.0,5.0,0.375,27.1,31.6,-9.42,-4.92
Kent State,2002,2,3.0,9.0,0.25,1.0,7.0,0.125,16.8,35.3,-16.47,-4.72
Buffalo,2002,2,1.0,11.0,0.083,0.0,8.0,0.0,17.8,34.7,-20.36,-6.69
Northern Illinois,2002,0,8.0,4.0,0.667,7.0,1.0,0.875,31.3,24.8,-0.42,-4.75
Toledo,2002,0,9.0,5.0,0.643,7.0,1.0,0.875,35.4,27.0,3.24,-3.12
Bowling Green,2002,0,9.0,3.0,0.75,6.0,2.0,0.75,40.8,25.3,2.7,-7.96
Ball State,2002,1,6.0,6.0,0.5,4.0,4.0,0.5,23.2,27.8,-8.3,-5.3
Western Michigan,2002,2,4.0,8.0,0.333,3.0,5.0,0.375,25.3,27.5,-6.65,-3.57
Central Michigan,2002,2,4.0,8.0,0.333,2.0,6.0,0.25,22.3,32.0,-11.89,-5.8
Eastern Michigan,2002,2,3.0,9.0,0.25,1.0,7.0,0.125,23.8,47.2,-20.64,-5.89
Colorado State,2002,0,10.0,4.0,0.714,6.0,1.0,0.857,29.9,23.7,5.42,-0.29
New Mexico,2002,1,7.0,7.0,0.5,5.0,2.0,0.714,24.4,25.6,-3.03,-3.03
Air Force,2002,1,8.0,5.0,0.615,4.0,3.0,0.571,33.8,23.3,2.96,-3.27
San Diego State,2002,1,4.0,9.0,0.308,4.0,3.0,0.571,23.8,31.6,-7.44,-0.44
Utah,2002,1,5.0,6.0,0.455,3.0,4.0,0.429,22.6,20.5,-2.23,-3.5
UNLV,2002,1,5.0,7.0,0.417,3.0,4.0,0.429,24.3,30.5,-6.46,-1.88
BYU,2002,2,5.0,7.0,0.417,2.0,5.0,0.286,22.7,27.8,-5.99,-3.24
Wyoming,2002,2,2.0,10.0,0.167,1.0,6.0,0.143,24.0,36.0,-12.27,-1.69
USC,2002,0,11.0,2.0,0.846,7.0,1.0,0.875,35.8,18.5,24.19,9.49
Washington State,2002,0,10.0,3.0,0.769,7.0,1.0,0.875,33.2,22.8,13.47,4.01
Arizona State,2002,1,8.0,6.0,0.571,5.0,3.0,0.625,32.3,29.1,5.38,3.67
Oregon State,2002,1,8.0,5.0,0.615,4.0,4.0,0.5,31.8,20.5,9.45,2.6
UCLA,2002,1,8.0,5.0,0.615,4.0,4.0,0.5,29.8,25.1,8.97,5.74
California,2002,1,7.0,5.0,0.583,4.0,4.0,0.5,35.6,26.5,10.32,3.9
Washington,2002,1,7.0,6.0,0.538,4.0,4.0,0.5,30.6,26.3,8.36,4.75
Oregon,2002,1,7.0,6.0,0.538,3.0,5.0,0.375,32.1,27.8,4.51,2.13
Arizona,2002,2,4.0,8.0,0.333,1.0,7.0,0.125,18.9,25.8,-2.73,3.6
Stanford,2002,2,2.0,9.0,0.182,1.0,7.0,0.125,20.5,34.3,-4.5,7.87
Georgia,2002,0,13.0,1.0,0.929,7.0,1.0,0.875,32.1,15.1,18.18,3.96
Florida,2002,0,8.0,5.0,0.615,6.0,2.0,0.75,25.8,21.5,8.58,5.97
Tennessee,2002,1,8.0,5.0,0.615,5.0,3.0,0.625,22.8,17.5,7.41,2.94
Kentucky,2002,1,7.0,5.0,0.583,3.0,5.0,0.375,32.1,25.1,4.12,0.2
South Carolina,2002,1,5.0,7.0,0.417,3.0,5.0,0.375,18.8,21.8,0.9,3.73
Vanderbilt,2002,2,2.0,10.0,0.167,0.0,8.0,0.0,18.4,30.7,-7.34,3.91
Alabama,2002,0,10.0,3.0,0.769,6.0,2.0,0.75,28.2,15.4,15.8,4.57
Auburn,2002,0,9.0,4.0,0.692,5.0,3.0,0.625,29.8,17.8,12.36,3.98
Arkansas,2002,0,9.0,5.0,0.643,5.0,3.0,0.625,26.4,19.8,10.33,4.61
LSU,2002,1,8.0,5.0,0.615,5.0,3.0,0.625,24.8,18.3,8.35,3.42
Ole Miss,2002,1,7.0,6.0,0.538,3.0,5.0,0.375,27.0,25.5,4.44,3.13
Mississippi State,2002,2,3.0,9.0,0.25,0.0,8.0,0.0,18.9,28.3,-7.28,2.55
North Texas,2002,0,8.0,5.0,0.615,6.0,0.0,1.0,19.2,14.8,0.61,-3.0
New Mexico State,2002,1,7.0,5.0,0.583,5.0,1.0,0.833,27.3,27.3,-5.05,-5.3
Arkansas State,2002,1,6.0,7.0,0.462,3.0,3.0,0.5,19.9,27.8,-10.48,-7.79
Middle Tennessee State,2002,2,4.0,8.0,0.333,2.0,4.0,0.333,24.8,27.7,-8.97,-5.64
Louisiana,2002,2,3.0,9.0,0.25,2.0,4.0,0.333,16.9,29.3,-13.8,-3.13
Louisiana Monroe,2002,2,3.0,9.0,0.25,2.0,4.0,0.333,19.7,37.6,-13.8,-4.05
Idaho,2002,2,2.0,10.0,0.167,1.0,5.0,0.167,23.8,35.7,-13.5,-3.33
Boise State,2002,0,12.0,1.0,0.923,8.0,0.0,1.0,45.6,18.5,12.28,-6.87
Hawaii,2002,0,10.0,4.0,0.714,7.0,1.0,0.875,35.9,27.8,2.56,-5.51
Fresno State,2002,1,9.0,5.0,0.643,6.0,2.0,0.75,27.0,27.1,0.67,-2.12
San Jose State,2002,1,6.0,7.0,0.462,4.0,4.0,0.5,28.9,35.9,-7.13,-3.13
Nevada,2002,1,5.0,7.0,0.417,4.0,4.0,0.5,27.6,30.9,-6.33,-3.41
Rice,2002,2,4.0,7.0,0.364,3.0,5.0,0.375,23.0,26.9,-10.21,-7.03
Louisiana Tech,2002,2,4.0,8.0,0.333,3.0,5.0,0.375,26.7,35.5,-11.13,-2.8
SMU,2002,2,3.0,9.0,0.25,3.0,5.0,0.375,17.3,31.5,-16.34,-5.0
UTEP,2002,2,2.0,10.0,0.167,1.0,7.0,0.125,18.3,42.6,-18.11,-4.69
Tulsa,2002,2,1.0,11.0,0.083,1.0,7.0,0.125,19.4,34.8,-18.4,-5.4
Florida State,2003,0,10.0,3.0,0.769,7.0,1.0,0.875,32.2,16.7,17.75,6.9
Maryland,2003,0,10.0,3.0,0.769,6.0,2.0,0.75,31.2,15.8,12.92,2.23
Clemson,2003,0,9.0,4.0,0.692,5.0,3.0,0.625,28.1,19.2,10.49,4.26
North Carolina State,2003,1,8.0,5.0,0.615,4.0,4.0,0.5,37.6,29.6,10.41,4.48
Virginia,2003,1,8.0,5.0,0.615,4.0,4.0,0.5,28.0,20.4,10.15,4.46
Georgia Tech,2003,1,7.0,6.0,0.538,4.0,4.0,0.5,21.1,20.5,5.6,5.68
Wake Forest,2003,1,5.0,7.0,0.417,3.0,5.0,0.375,27.9,28.9,4.19,5.28
Duke,2003,2,4.0,8.0,0.333,2.0,6.0,0.25,17.6,28.6,-3.02,4.31
North Carolina,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,26.4,38.3,-5.15,5.18
Kansas State,2003,0,11.0,4.0,0.733,6.0,2.0,0.75,36.6,16.3,15.74,1.61
Nebraska,2003,0,10.0,3.0,0.769,5.0,3.0,0.625,24.8,14.5,11.18,2.18
Missouri,2003,1,8.0,5.0,0.615,4.0,4.0,0.5,30.7,22.1,6.45,0.45
Kansas,2003,1,6.0,7.0,0.462,3.0,5.0,0.375,29.5,30.5,-0.59,0.49
Colorado,2003,1,5.0,7.0,0.417,3.0,5.0,0.375,26.6,33.2,1.45,6.36
Iowa State,2003,2,2.0,10.0,0.167,0.0,8.0,0.0,14.4,36.4,-10.27,5.15
Oklahoma,2003,0,12.0,2.0,0.857,8.0,0.0,1.0,42.9,15.3,20.27,4.06
Texas,2003,0,10.0,3.0,0.769,7.0,1.0,0.875,41.0,21.5,15.35,2.97
Oklahoma State,2003,0,9.0,4.0,0.692,5.0,3.0,0.625,35.9,25.1,9.32,0.93
Texas Tech,2003,1,8.0,5.0,0.615,4.0,4.0,0.5,42.5,34.0,7.5,2.73
Texas A&M,2003,2,4.0,8.0,0.333,2.0,6.0,0.25,25.3,38.8,-3.46,5.88
Baylor,2003,2,3.0,9.0,0.25,1.0,7.0,0.125,15.9,37.9,-9.46,1.79
Miami FL,2003,0,11.0,2.0,0.846,6.0,1.0,0.857,27.8,15.1,14.47,4.16
West Virginia,2003,0,8.0,5.0,0.615,6.0,1.0,0.857,28.9,22.8,6.51,1.51
Pitt,2003,1,8.0,5.0,0.615,5.0,2.0,0.714,29.9,23.9,6.1,1.33
Virginia Tech,2003,1,8.0,5.0,0.615,4.0,3.0,0.571,35.4,23.0,8.91,0.6
Boston College,2003,1,8.0,5.0,0.615,3.0,4.0,0.429,28.5,25.5,5.69,2.53
Syracuse,2003,1,6.0,6.0,0.5,2.0,5.0,0.286,26.7,25.1,4.11,0.95
Rutgers,2003,1,5.0,7.0,0.417,2.0,5.0,0.286,27.4,29.5,-1.65,0.27
Temple,2003,2,1.0,11.0,0.083,0.0,7.0,0.0,19.6,32.8,-11.95,0.88
Michigan,2003,0,10.0,3.0,0.769,7.0,1.0,0.875,35.4,16.8,16.1,3.94
Ohio State,2003,0,11.0,2.0,0.846,6.0,2.0,0.75,24.8,17.6,14.0,6.07
Purdue,2003,0,9.0,4.0,0.692,6.0,2.0,0.75,26.8,17.4,10.79,4.25
Iowa,2003,0,10.0,3.0,0.769,5.0,3.0,0.625,28.7,16.2,14.66,4.2
Minnesota,2003,0,10.0,3.0,0.769,5.0,3.0,0.625,38.7,21.9,11.88,-0.04
Michigan State,2003,1,8.0,5.0,0.615,5.0,3.0,0.625,27.9,22.5,7.95,3.56
Wisconsin,2003,1,7.0,6.0,0.538,4.0,4.0,0.5,27.3,23.5,6.44,4.21
Northwestern,2003,1,6.0,7.0,0.462,4.0,4.0,0.5,20.2,25.1,0.09,4.47
Penn State,2003,2,3.0,9.0,0.25,1.0,7.0,0.125,19.4,21.3,0.77,4.35
Indiana,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,14.8,32.3,-9.87,3.38
Illinois,2003,2,1.0,11.0,0.083,0.0,8.0,0.0,16.9,33.2,-8.63,4.62
Southern Mississippi,2003,0,9.0,4.0,0.692,8.0,0.0,1.0,22.5,17.4,3.58,-1.12
Texas Christian,2003,0,11.0,2.0,0.846,7.0,1.0,0.875,29.2,21.2,2.83,-5.48
Louisville,2003,1,9.0,4.0,0.692,5.0,3.0,0.625,34.6,27.8,1.32,-5.38
Memphis,2003,1,9.0,4.0,0.692,5.0,3.0,0.625,30.2,19.2,3.31,-5.62
South Florida,2003,1,7.0,4.0,0.636,5.0,3.0,0.625,25.1,20.4,-3.98,-6.53
Houston,2003,1,7.0,6.0,0.538,4.0,4.0,0.5,34.5,36.0,-4.23,-4.16
UAB,2003,1,5.0,7.0,0.417,4.0,4.0,0.5,20.4,23.9,-5.47,-2.64
Tulane,2003,2,5.0,7.0,0.417,3.0,5.0,0.375,28.1,35.3,-9.17,-4.34
Cincinnati,2003,2,5.0,7.0,0.417,2.0,6.0,0.25,25.3,26.6,-5.93,-3.93
East Carolina,2003,2,1.0,11.0,0.083,1.0,7.0,0.125,18.1,35.7,-16.02,-1.44
Army,2003,2,0.0,13.0,0.0,0.0,8.0,0.0,15.8,36.6,-22.15,-3.0
Connecticut,2003,1,9.0,3.0,0.75,0.0,0.0,0.0,34.0,25.0,3.73,-5.27
Navy,2003,1,8.0,5.0,0.615,0.0,0.0,0.0,30.5,21.8,-1.73,-8.04
Troy,2003,1,6.0,6.0,0.5,0.0,0.0,0.0,15.4,22.7,-7.15,-2.74
Notre Dame,2003,1,5.0,7.0,0.417,0.0,0.0,0.0,20.3,26.3,3.12,8.04
Miami OH,2003,0,13.0,1.0,0.929,8.0,0.0,1.0,43.0,19.4,14.21,-3.29
Marshall,2003,0,8.0,4.0,0.667,6.0,2.0,0.75,29.2,23.2,2.42,-4.49
Akron,2003,1,7.0,5.0,0.583,5.0,3.0,0.625,36.3,29.4,-5.96,-8.62
Kent State,2003,1,5.0,7.0,0.417,4.0,4.0,0.5,26.8,33.0,-8.65,-4.31
UCF,2003,2,3.0,9.0,0.25,2.0,6.0,0.25,18.7,31.1,-16.37,-5.37
Ohio,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,21.9,31.0,-13.54,-4.54
Buffalo,2003,2,1.0,11.0,0.083,1.0,7.0,0.125,14.8,37.1,-18.46,-2.29
Bowling Green,2003,0,11.0,3.0,0.786,7.0,1.0,0.875,33.6,21.7,4.9,-3.03
Northern Illinois,2003,0,10.0,2.0,0.833,6.0,2.0,0.75,32.2,21.5,2.54,-7.46
Toledo,2003,0,8.0,4.0,0.667,6.0,2.0,0.75,32.4,23.8,0.39,-5.78
Western Michigan,2003,1,5.0,7.0,0.417,4.0,4.0,0.5,27.6,30.8,-6.4,-3.81
Ball State,2003,2,4.0,8.0,0.333,3.0,5.0,0.375,21.8,32.2,-10.31,-2.4
Eastern Michigan,2003,2,3.0,9.0,0.25,2.0,6.0,0.25,17.1,30.9,-17.79,-6.29
Central Michigan,2003,2,3.0,9.0,0.25,1.0,7.0,0.125,23.1,35.7,-16.93,-6.1
Utah,2003,0,10.0,2.0,0.833,6.0,1.0,0.857,28.7,19.1,10.01,0.34
New Mexico,2003,1,8.0,5.0,0.615,5.0,2.0,0.714,30.1,22.3,4.74,-0.65
Colorado State,2003,1,7.0,6.0,0.538,4.0,3.0,0.571,29.3,24.5,4.91,1.15
Air Force,2003,1,7.0,5.0,0.583,3.0,4.0,0.429,26.8,20.2,1.14,-2.94
San Diego State,2003,1,6.0,6.0,0.5,3.0,4.0,0.429,18.7,17.3,-2.31,-2.73
BYU,2003,2,4.0,8.0,0.333,3.0,4.0,0.429,16.3,25.8,-2.95,4.22
UNLV,2003,1,6.0,6.0,0.5,2.0,5.0,0.286,21.3,22.7,-0.26,0.91
Wyoming,2003,2,4.0,8.0,0.333,2.0,5.0,0.286,23.8,30.0,-5.59,0.24
USC,2003,0,12.0,1.0,0.923,7.0,1.0,0.875,41.1,18.4,23.14,3.6
Washington State,2003,0,10.0,3.0,0.769,6.0,2.0,0.75,30.3,19.8,12.31,3.0
Oregon,2003,1,8.0,5.0,0.615,5.0,3.0,0.625,27.4,26.8,5.32,3.48
California,2003,1,8.0,6.0,0.571,5.0,3.0,0.625,32.6,24.4,9.73,4.51
Oregon State,2003,1,8.0,5.0,0.615,4.0,4.0,0.5,33.3,23.2,7.98,1.82
Washington,2003,1,6.0,6.0,0.5,4.0,4.0,0.5,26.0,26.3,3.3,2.72
UCLA,2003,1,6.0,7.0,0.462,4.0,4.0,0.5,19.1,23.5,0.56,3.94
Arizona State,2003,1,5.0,7.0,0.417,2.0,6.0,0.25,24.8,27.3,-0.86,2.31
Stanford,2003,2,4.0,7.0,0.364,2.0,6.0,0.25,16.9,29.5,-2.82,4.63
Arizona,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,15.1,35.8,-7.99,6.26
Georgia,2003,0,11.0,3.0,0.786,6.0,2.0,0.75,26.5,14.5,17.46,6.11
Tennessee,2003,0,10.0,3.0,0.769,6.0,2.0,0.75,28.1,18.4,11.53,3.99
Florida,2003,0,8.0,5.0,0.615,6.0,2.0,0.75,30.0,20.8,10.67,6.75
South Carolina,2003,1,5.0,7.0,0.417,2.0,6.0,0.25,22.3,26.2,3.27,6.77
Kentucky,2003,2,4.0,8.0,0.333,1.0,7.0,0.125,27.3,26.8,-0.16,0.34
Vanderbilt,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,19.6,29.8,-5.85,3.31
LSU,2003,0,13.0,1.0,0.929,7.0,1.0,0.875,33.9,11.0,20.85,3.28
Ole Miss,2003,0,10.0,3.0,0.769,7.0,1.0,0.875,34.0,21.9,10.99,2.53
Auburn,2003,1,8.0,5.0,0.615,5.0,3.0,0.625,26.3,16.3,8.09,4.7
Arkansas,2003,1,9.0,4.0,0.692,4.0,4.0,0.5,33.5,23.5,12.67,4.51
Alabama,2003,2,4.0,9.0,0.308,2.0,6.0,0.25,25.5,25.6,5.27,7.27
Mississippi State,2003,2,2.0,10.0,0.167,1.0,7.0,0.125,18.8,39.3,-9.53,4.88
North Texas,2003,0,9.0,4.0,0.692,7.0,0.0,1.0,27.5,21.9,-0.81,-5.43
Louisiana,2003,2,4.0,8.0,0.333,3.0,2.0,0.6,22.2,34.6,-12.05,-4.63
Arkansas State,2003,2,5.0,7.0,0.417,3.0,3.0,0.5,20.2,33.4,-14.49,-7.83
Middle Tennessee State,2003,2,4.0,8.0,0.333,3.0,3.0,0.5,27.7,31.3,-10.45,-5.62
Utah State,2003,2,3.0,9.0,0.25,3.0,3.0,0.5,22.0,26.3,-10.75,-4.75
Idaho,2003,2,3.0,9.0,0.25,3.0,4.0,0.429,20.7,26.2,-14.24,-7.66
New Mexico State,2003,2,3.0,9.0,0.25,2.0,5.0,0.286,21.8,28.4,-11.13,-4.96
Louisiana Monroe,2003,2,1.0,11.0,0.083,1.0,5.0,0.167,19.9,38.9,-18.19,-5.77
Boise State,2003,0,13.0,1.0,0.929,8.0,0.0,1.0,43.0,17.1,8.92,-6.72
Fresno State,2003,1,9.0,5.0,0.643,6.0,2.0,0.75,23.0,22.6,-1.69,-2.33
Tulsa,2003,1,8.0,5.0,0.615,6.0,2.0,0.75,30.8,27.8,-0.63,-4.78
Hawaii,2003,1,9.0,5.0,0.643,5.0,3.0,0.625,34.7,30.5,0.21,-4.29
Rice,2003,1,5.0,7.0,0.417,5.0,3.0,0.625,28.6,31.5,-6.96,-4.71
Nevada,2003,1,6.0,6.0,0.5,4.0,4.0,0.5,23.5,28.2,-5.46,-3.8
Louisiana Tech,2003,1,5.0,7.0,0.417,3.0,5.0,0.375,25.8,32.8,-5.31,-1.14
San Jose State,2003,2,3.0,8.0,0.273,2.0,6.0,0.25,23.5,35.1,-10.67,-5.12
UTEP,2003,2,2.0,11.0,0.154,1.0,7.0,0.125,22.2,38.3,-20.78,-6.32
SMU,2003,2,0.0,12.0,0.0,0.0,8.0,0.0,11.2,32.2,-18.53,-2.7
Virginia Tech,2004,0,10.0,3.0,0.769,7.0,1.0,0.875,30.8,12.8,14.1,4.33
Florida State,2004,0,9.0,3.0,0.75,6.0,2.0,0.75,25.2,14.1,15.0,4.75
Miami FL,2004,0,9.0,3.0,0.75,5.0,3.0,0.625,31.7,17.0,18.03,7.2
Virginia,2004,0,8.0,4.0,0.667,5.0,3.0,0.625,30.3,17.7,13.57,3.99
North Carolina,2004,1,6.0,6.0,0.5,5.0,3.0,0.625,26.6,31.8,4.47,7.63
Georgia Tech,2004,1,7.0,5.0,0.583,4.0,4.0,0.5,22.0,18.9,6.41,4.25
Clemson,2004,1,6.0,5.0,0.545,4.0,4.0,0.5,21.5,20.8,5.23,5.23
Maryland,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,17.7,20.0,3.54,4.35
North Carolina State,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,24.0,19.8,6.04,4.31
Wake Forest,2004,2,4.0,7.0,0.364,1.0,7.0,0.125,20.9,23.0,1.58,2.85
Duke,2004,2,2.0,9.0,0.182,1.0,7.0,0.125,16.6,29.3,-8.04,4.23
Colorado,2004,1,8.0,5.0,0.615,4.0,4.0,0.5,23.4,25.5,4.96,5.81
Iowa State,2004,1,7.0,5.0,0.583,4.0,4.0,0.5,20.5,21.6,2.08,1.83
Missouri,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,23.3,19.5,1.27,0.46
Nebraska,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,25.0,27.1,1.32,2.23
Kansas,2004,1,4.0,7.0,0.364,2.0,6.0,0.25,23.8,21.4,5.05,5.23
Kansas State,2004,2,4.0,7.0,0.364,2.0,6.0,0.25,29.6,30.6,2.04,3.4
Oklahoma,2004,0,12.0,1.0,0.923,8.0,0.0,1.0,34.8,16.8,21.23,6.85
Texas,2004,0,11.0,1.0,0.917,7.0,1.0,0.875,35.3,17.9,19.27,5.18
Texas Tech,2004,0,8.0,4.0,0.667,5.0,3.0,0.625,36.2,26.2,12.88,6.22
Texas A&M,2004,1,7.0,5.0,0.583,5.0,3.0,0.625,28.4,24.3,12.07,8.74
Oklahoma State,2004,1,7.0,5.0,0.583,4.0,4.0,0.5,32.3,25.1,9.64,5.72
Baylor,2004,2,3.0,8.0,0.273,1.0,7.0,0.125,20.4,36.9,-7.51,4.67
Boston College,2004,0,9.0,3.0,0.75,4.0,2.0,0.667,24.7,16.9,5.28,-2.47
Pitt,2004,1,8.0,4.0,0.667,4.0,2.0,0.667,27.1,24.0,2.96,-1.54
West Virginia,2004,1,8.0,4.0,0.667,4.0,2.0,0.667,30.1,20.5,5.27,-2.65
Syracuse,2004,1,6.0,6.0,0.5,4.0,2.0,0.667,23.9,28.7,-0.07,1.76
Connecticut,2004,1,8.0,4.0,0.667,3.0,3.0,0.5,30.3,21.7,0.83,-5.17
Rutgers,2004,2,4.0,7.0,0.364,1.0,5.0,0.167,24.5,31.2,-8.16,-2.52
Temple,2004,2,2.0,9.0,0.182,1.0,5.0,0.167,21.6,36.3,-11.33,0.49
Iowa,2004,0,10.0,2.0,0.833,7.0,1.0,0.875,24.3,17.6,14.39,5.97
Michigan,2004,0,9.0,3.0,0.75,7.0,1.0,0.875,30.8,23.3,12.24,4.82
Wisconsin,2004,0,9.0,3.0,0.75,6.0,2.0,0.75,20.8,15.4,8.69,2.35
Northwestern,2004,1,6.0,6.0,0.5,5.0,3.0,0.625,24.6,28.5,1.71,5.04
Ohio State,2004,1,8.0,4.0,0.667,4.0,4.0,0.5,24.2,18.3,11.31,5.14
Purdue,2004,1,7.0,5.0,0.583,4.0,4.0,0.5,31.8,17.2,10.93,4.02
Michigan State,2004,1,5.0,7.0,0.417,4.0,4.0,0.5,29.4,27.2,2.3,2.3
Minnesota,2004,1,7.0,5.0,0.583,3.0,5.0,0.375,30.1,22.8,5.74,1.49
Penn State,2004,1,4.0,7.0,0.364,2.0,6.0,0.25,17.7,15.3,3.24,2.24
Illinois,2004,2,3.0,8.0,0.273,1.0,7.0,0.125,21.8,29.4,-4.53,1.83
Indiana,2004,2,3.0,8.0,0.273,1.0,7.0,0.125,23.8,31.2,-4.98,2.11
Louisville,2004,0,11.0,1.0,0.917,8.0,0.0,1.0,49.8,19.7,17.21,-1.37
Memphis,2004,1,8.0,4.0,0.667,5.0,3.0,0.625,35.8,31.3,1.28,-4.22
Cincinnati,2004,1,7.0,5.0,0.583,5.0,3.0,0.625,28.7,26.7,2.29,-1.21
Southern Mississippi,2004,1,7.0,5.0,0.583,5.0,3.0,0.625,25.8,24.8,-1.09,-1.25
UAB,2004,1,7.0,5.0,0.583,5.0,3.0,0.625,31.0,29.3,-2.15,-2.74
Texas Christian,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,32.9,33.9,-3.04,-1.22
Tulane,2004,1,5.0,6.0,0.455,3.0,5.0,0.375,27.3,32.8,-8.12,-4.21
South Florida,2004,2,4.0,7.0,0.364,3.0,5.0,0.375,24.6,31.9,-7.03,-2.03
Houston,2004,2,3.0,8.0,0.273,3.0,5.0,0.375,20.9,32.2,-6.84,0.89
Army,2004,2,2.0,9.0,0.182,2.0,6.0,0.25,23.6,35.3,-11.36,-1.64
East Carolina,2004,2,2.0,9.0,0.182,2.0,6.0,0.25,21.0,39.9,-12.89,-0.07
Navy,2004,1,10.0,2.0,0.833,0.0,0.0,0.0,27.8,19.8,1.2,-7.3
Notre Dame,2004,1,6.0,6.0,0.5,0.0,0.0,0.0,24.1,24.1,6.22,7.39
Florida A&M,2004,2,3.0,8.0,0.273,0.0,0.0,0.0,23.0,37.1,-21.65,-12.38
Miami OH,2004,0,8.0,5.0,0.615,7.0,1.0,0.875,31.3,22.9,-1.93,-7.93
Akron,2004,1,6.0,5.0,0.545,6.0,2.0,0.75,24.6,31.5,-9.06,-7.16
Marshall,2004,1,6.0,6.0,0.5,6.0,2.0,0.75,24.3,22.2,-4.74,-5.24
Kent State,2004,1,5.0,6.0,0.455,4.0,4.0,0.5,30.5,24.0,-7.53,-10.89
Ohio,2004,2,4.0,7.0,0.364,2.0,6.0,0.25,20.1,24.6,-13.25,-7.88
Buffalo,2004,2,2.0,9.0,0.182,2.0,6.0,0.25,17.9,31.9,-21.95,-9.22
UCF,2004,2,0.0,11.0,0.0,0.0,8.0,0.0,15.9,32.9,-21.68,-5.14
Toledo,2004,0,9.0,4.0,0.692,7.0,1.0,0.875,33.2,31.1,-1.65,-6.11
Northern Illinois,2004,0,9.0,3.0,0.75,7.0,1.0,0.875,35.1,25.3,0.06,-9.11
Bowling Green,2004,0,9.0,3.0,0.75,6.0,2.0,0.75,44.3,23.5,5.5,-8.0
Eastern Michigan,2004,2,4.0,7.0,0.364,4.0,4.0,0.5,29.8,41.6,-17.01,-9.47
Central Michigan,2004,2,4.0,7.0,0.364,3.0,5.0,0.375,23.6,34.4,-17.07,-8.98
Ball State,2004,2,2.0,9.0,0.182,2.0,6.0,0.25,20.5,36.8,-15.3,-5.66
Western Michigan,2004,2,1.0,10.0,0.091,0.0,8.0,0.0,22.5,39.6,-18.81,-5.63
Utah,2004,0,12.0,0.0,1.0,7.0,0.0,1.0,45.3,19.5,21.76,0.43
New Mexico,2004,1,7.0,5.0,0.583,5.0,2.0,0.714,20.3,18.7,4.24,3.33
